order_id,actual_delivery_date,delay_reason,driver_id,driver_name,hub_name,is_delayed,is_on_time,order_date,order_status,vehicle_code,vehicle_type,csat,delivery_hrs,hub_processing_hrs,order_year,order_month,order_month_name,order_quarter,order_dayofweek,is_weekend
7141,2023-09-13,,39,Jennifer White,Fort Worth Hub,False,True,2023-09-11,Delivered,FT-033,Van,4,50.98,4.03,2023,9,Sep,3,Monday,False
24046,2024-02-01,,4,Charles Thompson,Fort Worth Hub,False,True,2024-01-31,Delivered,FT-039,Van,4,41.81,0.59,2024,1,Jan,1,Wednesday,False
5645,2024-01-13,,4,Charles Thompson,Fort Worth Hub,False,True,2024-01-11,Delivered,FT-039,Van,4,50.93,0.62,2024,1,Jan,1,Thursday,False
18587,2023-03-03,,4,Charles Thompson,Fort Worth Hub,False,True,2023-03-02,Delivered,FT-039,Van,4,33.0,0.76,2023,3,Mar,1,Thursday,False
9962,2024-09-03,,4,Charles Thompson,Fort Worth Hub,False,True,2024-09-01,Delivered,FT-039,Van,4,53.15,0.78,2024,9,Sep,3,Sunday,True
5027,2023-02-11,,4,Charles Thompson,Fort Worth Hub,False,True,2023-02-11,Delivered,FT-039,Van,4,14.91,0.8,2023,2,Feb,1,Saturday,True
5619,2024-10-15,,4,Charles Thompson,Fort Worth Hub,False,True,2024-10-14,Delivered,FT-039,Van,4,31.51,0.82,2024,10,Oct,4,Monday,False
7063,2023-03-17,,4,Charles Thompson,Fort Worth Hub,False,True,2023-03-16,Delivered,FT-039,Van,4,31.67,0.91,2023,3,Mar,1,Thursday,False
22192,2024-02-11,,4,Charles Thompson,Fort Worth Hub,False,True,2024-02-11,Delivered,FT-039,Van,4,4.91,0.92,2024,2,Feb,1,Sunday,True
18000,2023-12-26,,4,Charles Thompson,Fort Worth Hub,False,True,2023-12-25,Delivered,FT-039,Van,4,27.6,0.94,2023,12,Dec,4,Monday,False
9363,2023-08-12,,4,Charles Thompson,Fort Worth Hub,False,True,2023-08-12,Delivered,FT-039,Van,4,4.8,0.98,2023,8,Aug,3,Saturday,True
27575,2023-05-03,,4,Charles Thompson,Fort Worth Hub,False,True,2023-05-01,Delivered,FT-039,Van,4,66.82,1.02,2023,5,May,2,Monday,False
21586,2024-08-13,,4,Charles Thompson,Fort Worth Hub,False,True,2024-08-11,Delivered,FT-039,Van,4,58.89,1.02,2024,8,Aug,3,Sunday,True
9997,2024-12-12,,4,Charles Thompson,Fort Worth Hub,False,True,2024-12-11,Delivered,FT-039,Van,4,28.92,1.05,2024,12,Dec,4,Wednesday,False
12820,2024-02-29,,4,Charles Thompson,Fort Worth Hub,False,True,2024-02-28,Delivered,FT-039,Van,4,24.9,1.06,2024,2,Feb,1,Wednesday,False
2572,2023-10-30,,4,Charles Thompson,Fort Worth Hub,False,True,2023-10-29,Delivered,FT-039,Van,4,31.01,1.08,2023,10,Oct,4,Sunday,True
13297,2024-04-22,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-22,Delivered,FT-039,Van,4,14.88,1.09,2024,4,Apr,2,Monday,False
7639,2023-03-18,,4,Charles Thompson,Fort Worth Hub,False,True,2023-03-17,Delivered,FT-039,Van,4,35.74,1.1,2023,3,Mar,1,Friday,False
8046,2023-02-18,,4,Charles Thompson,Fort Worth Hub,False,True,2023-02-17,Delivered,FT-039,Van,4,34.73,1.12,2023,2,Feb,1,Friday,False
27598,2024-09-29,,4,Charles Thompson,Fort Worth Hub,False,True,2024-09-29,Delivered,FT-039,Van,4,17.1,1.13,2024,9,Sep,3,Sunday,True
11188,2023-03-02,,4,Charles Thompson,Fort Worth Hub,False,True,2023-03-02,Delivered,FT-039,Van,4,18.5,1.17,2023,3,Mar,1,Thursday,False
25788,2024-04-24,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-23,Delivered,FT-039,Van,4,29.69,1.23,2024,4,Apr,2,Tuesday,False
21133,2023-09-03,,4,Charles Thompson,Fort Worth Hub,False,True,2023-09-02,Delivered,FT-039,Van,4,43.87,1.29,2023,9,Sep,3,Saturday,True
26875,2023-03-02,,4,Charles Thompson,Fort Worth Hub,False,True,2023-03-01,Delivered,FT-039,Van,4,36.41,1.3,2023,3,Mar,1,Wednesday,False
6899,2024-04-06,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-05,Delivered,FT-039,Van,4,35.76,1.36,2024,4,Apr,2,Friday,False
19988,2024-11-25,,4,Charles Thompson,Fort Worth Hub,False,True,2024-11-25,Delivered,FT-039,Van,4,21.54,1.36,2024,11,Nov,4,Monday,False
23784,2024-01-12,,4,Charles Thompson,Fort Worth Hub,False,True,2024-01-12,Delivered,FT-039,Van,4,19.66,1.38,2024,1,Jan,1,Friday,False
11883,2024-04-17,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-17,Delivered,FT-039,Van,4,14.43,1.45,2024,4,Apr,2,Wednesday,False
5584,2023-10-20,,4,Charles Thompson,Fort Worth Hub,False,True,2023-10-19,Delivered,FT-039,Van,4,41.52,1.46,2023,10,Oct,4,Thursday,False
8275,2024-05-12,,4,Charles Thompson,Fort Worth Hub,False,True,2024-05-12,Delivered,FT-039,Van,4,13.57,1.47,2024,5,May,2,Sunday,True
6452,2024-04-06,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-05,Delivered,FT-039,Van,4,25.95,1.54,2024,4,Apr,2,Friday,False
24701,2024-06-23,,4,Charles Thompson,Fort Worth Hub,False,True,2024-06-23,Delivered,FT-039,Van,4,20.35,1.62,2024,6,Jun,2,Sunday,True
12164,2024-05-24,,4,Charles Thompson,Fort Worth Hub,False,True,2024-05-24,Delivered,FT-039,Van,4,5.91,1.71,2024,5,May,2,Friday,False
16340,2023-01-14,,4,Charles Thompson,Fort Worth Hub,False,True,2023-01-13,Delivered,FT-039,Van,4,31.74,1.76,2023,1,Jan,1,Friday,False
3646,2024-01-11,,4,Charles Thompson,Fort Worth Hub,False,True,2024-01-11,Delivered,FT-039,Van,4,16.72,1.82,2024,1,Jan,1,Thursday,False
4548,2023-07-08,,4,Charles Thompson,Fort Worth Hub,False,True,2023-07-08,Delivered,FT-039,Van,4,3.56,2.06,2023,7,Jul,3,Saturday,True
12011,2023-10-20,,4,Charles Thompson,Fort Worth Hub,False,True,2023-10-20,Delivered,FT-039,Van,4,9.44,2.15,2023,10,Oct,4,Friday,False
26371,2023-12-29,,4,Charles Thompson,Fort Worth Hub,False,True,2023-12-28,Delivered,FT-039,Van,4,32.38,2.22,2023,12,Dec,4,Thursday,False
25806,2024-01-02,,4,Charles Thompson,Fort Worth Hub,False,True,2023-12-31,Delivered,FT-039,Van,4,59.73,2.45,2023,12,Dec,4,Sunday,True
15111,2023-01-31,,4,Charles Thompson,Fort Worth Hub,False,True,2023-01-30,Delivered,FT-039,Van,4,24.67,2.71,2023,1,Jan,1,Monday,False
24811,2024-07-29,,4,Charles Thompson,Fort Worth Hub,False,True,2024-07-28,Delivered,FT-039,Van,4,31.42,2.79,2024,7,Jul,3,Sunday,True
2152,2024-02-21,,4,Charles Thompson,Fort Worth Hub,False,True,2024-02-21,Delivered,FT-039,Van,4,21.94,2.97,2024,2,Feb,1,Wednesday,False
8863,2024-11-30,,4,Charles Thompson,Fort Worth Hub,False,True,2024-11-29,Delivered,FT-039,Van,4,44.61,3.42,2024,11,Nov,4,Friday,False
15762,2023-12-07,,4,Charles Thompson,Fort Worth Hub,False,True,2023-12-06,Delivered,FT-039,Van,4,29.05,3.48,2023,12,Dec,4,Wednesday,False
9963,2024-04-12,,4,Charles Thompson,Fort Worth Hub,False,True,2024-04-11,Delivered,FT-039,Van,4,46.58,3.76,2024,4,Apr,2,Thursday,False
9733,2024-10-07,,4,Charles Thompson,Fort Worth Hub,False,True,2024-10-06,Delivered,FT-039,Van,4,34.45,3.76,2024,10,Oct,4,Sunday,True
27117,2023-08-15,,4,Charles Thompson,Fort Worth Hub,False,True,2023-08-15,Delivered,FT-039,Van,4,11.92,3.89,2023,8,Aug,3,Tuesday,False
20724,2023-04-18,,4,Charles Thompson,Fort Worth Hub,False,True,2023-04-16,Delivered,FT-039,Van,4,56.45,3.97,2023,4,Apr,2,Sunday,True
21304,2024-06-16,,20,David Davis,Fort Worth Hub,False,True,2024-06-14,Delivered,FT-039,Van,4,58.36,0.53,2024,6,Jun,2,Friday,False
7761,2024-12-15,,20,David Davis,Fort Worth Hub,False,True,2024-12-13,Delivered,FT-039,Van,4,50.81,0.68,2024,12,Dec,4,Friday,False
24165,2024-10-01,,20,David Davis,Fort Worth Hub,False,True,2024-10-01,Delivered,FT-039,Van,4,18.47,0.75,2024,10,Oct,4,Tuesday,False
24367,2024-08-16,,20,David Davis,Fort Worth Hub,False,True,2024-08-16,Delivered,FT-039,Van,4,7.14,0.76,2024,8,Aug,3,Friday,False
27357,2024-06-12,,20,David Davis,Fort Worth Hub,False,True,2024-06-12,Delivered,FT-039,Van,4,17.85,0.83,2024,6,Jun,2,Wednesday,False
16378,2024-01-10,,20,David Davis,Fort Worth Hub,False,True,2024-01-09,Delivered,FT-039,Van,4,35.52,0.84,2024,1,Jan,1,Tuesday,False
19564,2023-11-07,,20,David Davis,Fort Worth Hub,False,True,2023-11-06,Delivered,FT-039,Van,4,44.12,0.88,2023,11,Nov,4,Monday,False
16582,2024-11-28,,20,David Davis,Fort Worth Hub,False,True,2024-11-28,Delivered,FT-039,Van,4,9.74,0.88,2024,11,Nov,4,Thursday,False
4496,2024-03-21,,20,David Davis,Fort Worth Hub,False,True,2024-03-21,Delivered,FT-039,Van,4,22.87,0.92,2024,3,Mar,1,Thursday,False
25718,2024-12-22,,20,David Davis,Fort Worth Hub,False,True,2024-12-22,Delivered,FT-039,Van,4,20.52,0.92,2024,12,Dec,4,Sunday,True
17077,2023-12-25,,20,David Davis,Fort Worth Hub,False,True,2023-12-24,Delivered,FT-039,Van,4,41.03,0.95,2023,12,Dec,4,Sunday,True
27925,2023-02-12,,20,David Davis,Fort Worth Hub,False,True,2023-02-10,Delivered,FT-039,Van,4,57.31,0.97,2023,2,Feb,1,Friday,False
4289,2023-11-20,,20,David Davis,Fort Worth Hub,False,True,2023-11-19,Delivered,FT-039,Van,4,36.6,0.99,2023,11,Nov,4,Sunday,True
12932,2023-11-19,,20,David Davis,Fort Worth Hub,False,True,2023-11-19,Delivered,FT-039,Van,4,8.22,1.03,2023,11,Nov,4,Sunday,True
14847,2024-08-01,,20,David Davis,Fort Worth Hub,False,True,2024-07-31,Delivered,FT-039,Van,4,38.54,1.04,2024,7,Jul,3,Wednesday,False
9550,2023-10-16,,20,David Davis,Fort Worth Hub,False,True,2023-10-15,Delivered,FT-039,Van,4,47.52,1.09,2023,10,Oct,4,Sunday,True
2564,2024-09-17,,20,David Davis,Fort Worth Hub,False,True,2024-09-17,Delivered,FT-039,Van,4,5.96,1.11,2024,9,Sep,3,Tuesday,False
5179,2023-04-27,,20,David Davis,Fort Worth Hub,False,True,2023-04-26,Delivered,FT-039,Van,4,24.01,1.21,2023,4,Apr,2,Wednesday,False
2262,2024-10-29,,20,David Davis,Fort Worth Hub,False,True,2024-10-28,Delivered,FT-039,Van,4,40.22,1.25,2024,10,Oct,4,Monday,False
26076,2024-06-20,,20,David Davis,Fort Worth Hub,False,True,2024-06-19,Delivered,FT-039,Van,4,40.78,1.27,2024,6,Jun,2,Wednesday,False
12509,2024-10-20,,20,David Davis,Fort Worth Hub,False,True,2024-10-19,Delivered,FT-039,Van,4,47.8,1.29,2024,10,Oct,4,Saturday,True
21405,2024-10-27,,20,David Davis,Fort Worth Hub,False,True,2024-10-25,Delivered,FT-039,Van,4,62.19,1.31,2024,10,Oct,4,Friday,False
24374,2024-10-17,,20,David Davis,Fort Worth Hub,False,True,2024-10-17,Delivered,FT-039,Van,4,23.94,1.32,2024,10,Oct,4,Thursday,False
18171,2023-12-14,,20,David Davis,Fort Worth Hub,False,True,2023-12-13,Delivered,FT-039,Van,4,25.2,1.45,2023,12,Dec,4,Wednesday,False
13447,2023-06-24,,20,David Davis,Fort Worth Hub,False,True,2023-06-23,Delivered,FT-039,Van,4,37.19,1.48,2023,6,Jun,2,Friday,False
26126,2024-12-17,,20,David Davis,Fort Worth Hub,False,True,2024-12-17,Delivered,FT-039,Van,4,10.59,1.48,2024,12,Dec,4,Tuesday,False
9978,2024-05-10,,20,David Davis,Fort Worth Hub,False,True,2024-05-08,Delivered,FT-039,Van,4,67.59,1.5,2024,5,May,2,Wednesday,False
7508,2023-10-24,,20,David Davis,Fort Worth Hub,False,True,2023-10-24,Delivered,FT-039,Van,4,5.29,1.51,2023,10,Oct,4,Tuesday,False
20048,2024-07-07,,20,David Davis,Fort Worth Hub,False,True,2024-07-07,Delivered,FT-039,Van,4,3.36,1.64,2024,7,Jul,3,Sunday,True
15123,2024-03-23,,20,David Davis,Fort Worth Hub,False,True,2024-03-23,Delivered,FT-039,Van,4,19.6,1.67,2024,3,Mar,1,Saturday,True
13305,2024-09-26,,20,David Davis,Fort Worth Hub,False,True,2024-09-26,Delivered,FT-039,Van,4,20.72,1.71,2024,9,Sep,3,Thursday,False
5169,2024-09-19,,20,David Davis,Fort Worth Hub,False,True,2024-09-17,Delivered,FT-039,Van,4,54.76,1.73,2024,9,Sep,3,Tuesday,False
4733,2023-01-28,,20,David Davis,Fort Worth Hub,False,True,2023-01-27,Delivered,FT-039,Van,4,24.79,1.75,2023,1,Jan,1,Friday,False
6483,2024-08-01,,20,David Davis,Fort Worth Hub,False,True,2024-07-31,Delivered,FT-039,Van,4,30.06,1.78,2024,7,Jul,3,Wednesday,False
12000,2023-10-05,,20,David Davis,Fort Worth Hub,False,True,2023-10-05,Delivered,FT-039,Van,4,22.12,1.8,2023,10,Oct,4,Thursday,False
20154,2023-01-21,,20,David Davis,Fort Worth Hub,False,True,2023-01-19,Delivered,FT-039,Van,4,55.77,1.86,2023,1,Jan,1,Thursday,False
3330,2023-10-16,,20,David Davis,Fort Worth Hub,False,True,2023-10-15,Delivered,FT-039,Van,4,44.6,1.91,2023,10,Oct,4,Sunday,True
19543,2024-05-21,,20,David Davis,Fort Worth Hub,False,True,2024-05-20,Delivered,FT-039,Van,4,31.91,1.93,2024,5,May,2,Monday,False
8155,2024-04-10,,20,David Davis,Fort Worth Hub,False,True,2024-04-10,Delivered,FT-039,Van,4,9.01,1.94,2024,4,Apr,2,Wednesday,False
1190,2023-11-21,,20,David Davis,Fort Worth Hub,False,True,2023-11-19,Delivered,FT-039,Van,4,59.76,1.95,2023,11,Nov,4,Sunday,True
25867,2023-01-02,,20,David Davis,Fort Worth Hub,False,True,2023-01-01,Delivered,FT-039,Van,4,29.51,2.18,2023,1,Jan,1,Sunday,True
21029,2023-05-18,,20,David Davis,Fort Worth Hub,False,True,2023-05-18,Delivered,FT-039,Van,4,16.77,2.21,2023,5,May,2,Thursday,False
19434,2023-07-05,,20,David Davis,Fort Worth Hub,False,True,2023-07-04,Delivered,FT-039,Van,4,31.75,2.26,2023,7,Jul,3,Tuesday,False
26543,2024-03-09,,20,David Davis,Fort Worth Hub,False,True,2024-03-07,Delivered,FT-039,Van,4,48.73,2.31,2024,3,Mar,1,Thursday,False
24671,2024-10-14,,20,David Davis,Fort Worth Hub,False,True,2024-10-13,Delivered,FT-039,Van,4,40.79,2.39,2024,10,Oct,4,Sunday,True
23164,2023-05-02,,20,David Davis,Fort Worth Hub,False,True,2023-05-01,Delivered,FT-039,Van,4,46.04,2.41,2023,5,May,2,Monday,False
24959,2023-03-30,,20,David Davis,Fort Worth Hub,False,True,2023-03-29,Delivered,FT-039,Van,4,26.55,2.48,2023,3,Mar,1,Wednesday,False
14811,2024-09-23,,20,David Davis,Fort Worth Hub,False,True,2024-09-23,Delivered,FT-039,Van,4,23.63,2.49,2024,9,Sep,3,Monday,False
10089,2023-11-05,,20,David Davis,Fort Worth Hub,False,True,2023-11-05,Delivered,FT-039,Van,4,10.94,2.57,2023,11,Nov,4,Sunday,True
26260,2023-06-29,,20,David Davis,Fort Worth Hub,False,True,2023-06-29,Delivered,FT-039,Van,4,14.48,2.6,2023,6,Jun,2,Thursday,False
12003,2023-07-14,,20,David Davis,Fort Worth Hub,False,True,2023-07-12,Delivered,FT-039,Van,4,58.48,2.67,2023,7,Jul,3,Wednesday,False
20086,2024-01-09,,20,David Davis,Fort Worth Hub,False,True,2024-01-07,Delivered,FT-039,Van,4,51.29,2.67,2024,1,Jan,1,Sunday,True
18118,2024-06-20,,20,David Davis,Fort Worth Hub,False,True,2024-06-20,Delivered,FT-039,Van,4,9.91,2.67,2024,6,Jun,2,Thursday,False
26189,2023-03-13,,20,David Davis,Fort Worth Hub,False,True,2023-03-12,Delivered,FT-039,Van,4,36.57,2.72,2023,3,Mar,1,Sunday,True
24723,2023-11-23,,20,David Davis,Fort Worth Hub,False,True,2023-11-22,Delivered,FT-039,Van,4,44.0,2.75,2023,11,Nov,4,Wednesday,False
7666,2024-09-08,,20,David Davis,Fort Worth Hub,False,True,2024-09-08,Delivered,FT-039,Van,4,5.6,2.81,2024,9,Sep,3,Sunday,True
3874,2023-06-16,,20,David Davis,Fort Worth Hub,False,True,2023-06-15,Delivered,FT-039,Van,4,39.37,2.88,2023,6,Jun,2,Thursday,False
2526,2023-02-26,,20,David Davis,Fort Worth Hub,False,True,2023-02-26,Delivered,FT-039,Van,4,7.94,2.94,2023,2,Feb,1,Sunday,True
22589,2023-01-23,,20,David Davis,Fort Worth Hub,False,True,2023-01-23,Delivered,FT-039,Van,4,14.5,3.11,2023,1,Jan,1,Monday,False
21793,2024-07-28,,20,David Davis,Fort Worth Hub,False,True,2024-07-26,Delivered,FT-039,Van,4,58.22,3.11,2024,7,Jul,3,Friday,False
26031,2024-10-15,,20,David Davis,Fort Worth Hub,False,True,2024-10-13,Delivered,FT-039,Van,4,56.91,3.18,2024,10,Oct,4,Sunday,True
20788,2023-10-04,,20,David Davis,Fort Worth Hub,False,True,2023-10-02,Delivered,FT-039,Van,4,48.78,3.25,2023,10,Oct,4,Monday,False
13147,2024-12-14,,20,David Davis,Fort Worth Hub,False,True,2024-12-12,Delivered,FT-039,Van,4,61.52,3.32,2024,12,Dec,4,Thursday,False
24050,2023-08-22,,20,David Davis,Fort Worth Hub,False,True,2023-08-20,Delivered,FT-039,Van,4,61.19,3.38,2023,8,Aug,3,Sunday,True
23003,2023-06-14,,20,David Davis,Fort Worth Hub,False,True,2023-06-13,Delivered,FT-039,Van,4,38.11,3.59,2023,6,Jun,2,Tuesday,False
6064,2024-06-20,,20,David Davis,Fort Worth Hub,False,True,2024-06-19,Delivered,FT-039,Van,4,41.51,4.07,2024,6,Jun,2,Wednesday,False
3837,2024-03-26,,17,Donald Martin,Fort Worth Hub,False,True,2024-03-25,Delivered,FT-039,Van,4,24.31,0.61,2024,3,Mar,1,Monday,False
7757,2023-03-16,,17,Donald Martin,Fort Worth Hub,False,True,2023-03-15,Delivered,FT-039,Van,4,32.79,0.64,2023,3,Mar,1,Wednesday,False
18493,2024-11-28,,17,Donald Martin,Fort Worth Hub,False,True,2024-11-27,Delivered,FT-039,Van,4,25.25,0.64,2024,11,Nov,4,Wednesday,False
18864,2024-03-12,,17,Donald Martin,Fort Worth Hub,False,True,2024-03-10,Delivered,FT-039,Van,4,48.96,0.74,2024,3,Mar,1,Sunday,True
2009,2024-09-09,,17,Donald Martin,Fort Worth Hub,False,True,2024-09-08,Delivered,FT-039,Van,4,36.12,0.75,2024,9,Sep,3,Sunday,True
5713,2024-06-28,,17,Donald Martin,Fort Worth Hub,False,True,2024-06-28,Delivered,FT-039,Van,4,12.07,0.77,2024,6,Jun,2,Friday,False
10297,2024-02-24,,17,Donald Martin,Fort Worth Hub,False,True,2024-02-23,Delivered,FT-039,Van,4,29.91,0.91,2024,2,Feb,1,Friday,False
3378,2023-03-15,,17,Donald Martin,Fort Worth Hub,False,True,2023-03-14,Delivered,FT-039,Van,4,39.21,0.93,2023,3,Mar,1,Tuesday,False
18147,2023-12-28,,17,Donald Martin,Fort Worth Hub,False,True,2023-12-28,Delivered,FT-039,Van,4,17.28,0.93,2023,12,Dec,4,Thursday,False
19268,2024-12-24,,17,Donald Martin,Fort Worth Hub,False,True,2024-12-22,Delivered,FT-039,Van,4,53.99,0.93,2024,12,Dec,4,Sunday,True
14108,2024-06-03,,17,Donald Martin,Fort Worth Hub,False,True,2024-06-03,Delivered,FT-039,Van,4,7.15,0.94,2024,6,Jun,2,Monday,False
11420,2023-04-16,,17,Donald Martin,Fort Worth Hub,False,True,2023-04-16,Delivered,FT-039,Van,4,15.96,0.96,2023,4,Apr,2,Sunday,True
5350,2023-11-28,,17,Donald Martin,Fort Worth Hub,False,True,2023-11-26,Delivered,FT-039,Van,4,52.3,0.99,2023,11,Nov,4,Sunday,True
15197,2024-09-12,,17,Donald Martin,Fort Worth Hub,False,True,2024-09-11,Delivered,FT-039,Van,4,28.41,1.01,2024,9,Sep,3,Wednesday,False
18931,2024-10-07,,17,Donald Martin,Fort Worth Hub,False,True,2024-10-06,Delivered,FT-039,Van,4,42.31,1.04,2024,10,Oct,4,Sunday,True
24868,2023-07-12,,17,Donald Martin,Fort Worth Hub,False,True,2023-07-10,Delivered,FT-039,Van,4,51.28,1.05,2023,7,Jul,3,Monday,False
4883,2023-09-15,,17,Donald Martin,Fort Worth Hub,False,True,2023-09-14,Delivered,FT-039,Van,4,40.95,1.09,2023,9,Sep,3,Thursday,False
6811,2023-10-09,,17,Donald Martin,Fort Worth Hub,False,True,2023-10-09,Delivered,FT-039,Van,4,3.08,1.16,2023,10,Oct,4,Monday,False
3984,2023-10-20,,17,Donald Martin,Fort Worth Hub,False,True,2023-10-18,Delivered,FT-039,Van,4,48.25,1.21,2023,10,Oct,4,Wednesday,False
10877,2024-11-09,,17,Donald Martin,Fort Worth Hub,False,True,2024-11-07,Delivered,FT-039,Van,4,50.65,1.22,2024,11,Nov,4,Thursday,False
17438,2023-07-20,,17,Donald Martin,Fort Worth Hub,False,True,2023-07-20,Delivered,FT-039,Van,4,23.31,1.24,2023,7,Jul,3,Thursday,False
13034,2023-05-15,,17,Donald Martin,Fort Worth Hub,False,True,2023-05-14,Delivered,FT-039,Van,4,37.59,1.29,2023,5,May,2,Sunday,True
16942,2023-08-28,,17,Donald Martin,Fort Worth Hub,False,True,2023-08-27,Delivered,FT-039,Van,4,40.57,1.29,2023,8,Aug,3,Sunday,True
18463,2023-11-17,,17,Donald Martin,Fort Worth Hub,False,True,2023-11-16,Delivered,FT-039,Van,4,47.79,1.38,2023,11,Nov,4,Thursday,False
5282,2024-08-15,,17,Donald Martin,Fort Worth Hub,False,True,2024-08-14,Delivered,FT-039,Van,4,43.11,1.46,2024,8,Aug,3,Wednesday,False
4365,2023-01-31,,17,Donald Martin,Fort Worth Hub,False,True,2023-01-30,Delivered,FT-039,Van,4,41.48,1.48,2023,1,Jan,1,Monday,False
27264,2024-11-25,,17,Donald Martin,Fort Worth Hub,False,True,2024-11-24,Delivered,FT-039,Van,4,39.0,1.52,2024,11,Nov,4,Sunday,True
21569,2024-11-02,,17,Donald Martin,Fort Worth Hub,False,True,2024-10-31,Delivered,FT-039,Van,4,49.87,1.64,2024,10,Oct,4,Thursday,False
2358,2023-10-14,,17,Donald Martin,Fort Worth Hub,False,True,2023-10-13,Delivered,FT-039,Van,4,25.76,1.67,2023,10,Oct,4,Friday,False
27910,2024-07-25,,17,Donald Martin,Fort Worth Hub,False,True,2024-07-24,Delivered,FT-039,Van,4,26.67,1.72,2024,7,Jul,3,Wednesday,False
17402,2024-04-30,,17,Donald Martin,Fort Worth Hub,False,True,2024-04-28,Delivered,FT-039,Van,4,48.96,1.76,2024,4,Apr,2,Sunday,True
18350,2023-10-21,,17,Donald Martin,Fort Worth Hub,False,True,2023-10-20,Delivered,FT-039,Van,4,38.15,1.82,2023,10,Oct,4,Friday,False
20420,2024-04-28,,17,Donald Martin,Fort Worth Hub,False,True,2024-04-28,Delivered,FT-039,Van,4,7.49,1.82,2024,4,Apr,2,Sunday,True
17207,2024-09-08,,17,Donald Martin,Fort Worth Hub,False,True,2024-09-08,Delivered,FT-039,Van,4,7.95,1.86,2024,9,Sep,3,Sunday,True
5682,2023-12-02,,17,Donald Martin,Fort Worth Hub,False,True,2023-12-02,Delivered,FT-039,Van,4,3.88,1.9,2023,12,Dec,4,Saturday,True
11710,2024-04-19,,17,Donald Martin,Fort Worth Hub,False,True,2024-04-17,Delivered,FT-039,Van,4,50.13,1.9,2024,4,Apr,2,Wednesday,False
9230,2024-12-22,,17,Donald Martin,Fort Worth Hub,False,True,2024-12-22,Delivered,FT-039,Van,4,19.94,1.9,2024,12,Dec,4,Sunday,True
17914,2024-08-23,,17,Donald Martin,Fort Worth Hub,False,True,2024-08-22,Delivered,FT-039,Van,4,33.48,1.92,2024,8,Aug,3,Thursday,False
8855,2024-12-10,,17,Donald Martin,Fort Worth Hub,False,True,2024-12-08,Delivered,FT-039,Van,4,60.67,1.95,2024,12,Dec,4,Sunday,True
18204,2024-09-09,,17,Donald Martin,Fort Worth Hub,False,True,2024-09-08,Delivered,FT-039,Van,4,29.59,2.13,2024,9,Sep,3,Sunday,True
15270,2024-03-05,,17,Donald Martin,Fort Worth Hub,False,True,2024-03-05,Delivered,FT-039,Van,4,17.94,2.21,2024,3,Mar,1,Tuesday,False
23020,2023-06-27,,17,Donald Martin,Fort Worth Hub,False,True,2023-06-25,Delivered,FT-039,Van,4,52.71,2.29,2023,6,Jun,2,Sunday,True
9123,2024-10-02,,17,Donald Martin,Fort Worth Hub,False,True,2024-10-02,Delivered,FT-039,Van,4,20.13,2.3,2024,10,Oct,4,Wednesday,False
4043,2023-07-20,,17,Donald Martin,Fort Worth Hub,False,True,2023-07-19,Delivered,FT-039,Van,4,28.25,2.35,2023,7,Jul,3,Wednesday,False
10054,2024-06-14,,17,Donald Martin,Fort Worth Hub,False,True,2024-06-13,Delivered,FT-039,Van,4,42.91,2.41,2024,6,Jun,2,Thursday,False
27567,2023-10-09,,17,Donald Martin,Fort Worth Hub,False,True,2023-10-09,Delivered,FT-039,Van,4,5.52,2.43,2023,10,Oct,4,Monday,False
7345,2023-09-07,,17,Donald Martin,Fort Worth Hub,False,True,2023-09-07,Delivered,FT-039,Van,4,12.76,2.44,2023,9,Sep,3,Thursday,False
1071,2023-08-10,,17,Donald Martin,Fort Worth Hub,False,True,2023-08-08,Delivered,FT-039,Van,4,57.84,2.53,2023,8,Aug,3,Tuesday,False
17374,2024-05-17,,17,Donald Martin,Fort Worth Hub,False,True,2024-05-17,Delivered,FT-039,Van,4,6.69,2.64,2024,5,May,2,Friday,False
8456,2024-11-06,,17,Donald Martin,Fort Worth Hub,False,True,2024-11-04,Delivered,FT-039,Van,4,60.2,2.65,2024,11,Nov,4,Monday,False
19293,2023-05-25,,17,Donald Martin,Fort Worth Hub,False,True,2023-05-24,Delivered,FT-039,Van,4,32.97,2.95,2023,5,May,2,Wednesday,False
14143,2024-08-13,,17,Donald Martin,Fort Worth Hub,False,True,2024-08-13,Delivered,FT-039,Van,4,9.03,2.98,2024,8,Aug,3,Tuesday,False
20914,2023-05-12,,17,Donald Martin,Fort Worth Hub,False,True,2023-05-10,Delivered,FT-039,Van,4,65.17,3.08,2023,5,May,2,Wednesday,False
24204,2023-08-08,,17,Donald Martin,Fort Worth Hub,False,True,2023-08-07,Delivered,FT-039,Van,4,44.25,3.11,2023,8,Aug,3,Monday,False
27832,2024-01-10,,17,Donald Martin,Fort Worth Hub,False,True,2024-01-10,Delivered,FT-039,Van,4,18.62,3.26,2024,1,Jan,1,Wednesday,False
4521,2024-04-05,,17,Donald Martin,Fort Worth Hub,False,True,2024-04-05,Delivered,FT-039,Van,4,12.97,3.34,2024,4,Apr,2,Friday,False
